# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
2928	188600	r	0	0	0	0	2013-03-11	IP980	IT	very_much_like#1 much_as#1
2929	8333224	n	0	0	0	0	2013-03-11	IP980	IT	spanish_inquisition#1
2930	3678558	n	0	0	0	0	2013-03-11	IP980	IT	litterbin#1 litter_basket#1 litter-basket#1
2931	440580	v	0	0	0	0	2013-03-11	IP980	IT	slow_up#1 slow_down#2 slow#2 slacken#1 slack#5
2932	2360282	n	0	0	0	0	2013-03-11	IP980	IT	chipmunk#1
2933	13535583	n	0	0	0	0	2013-03-11	IP980	IT	petrification#1 petrifaction#1
2934	792165	v	0	0	0	0	2013-03-11	IP980	IT	vouch#3
2935	3505133	n	0	0	0	0	2013-03-11	IP980	IT	headrest#2
2936	12093885	n	0	0	0	0	2013-03-11	IP980	IT	sea_trifoly#1 sea_milkwort#1 glaux_maritima#1 black_saltwort#1
2937	11460063	n	0	0	0	0	2013-03-11	IP980	IT	grinding#3 detrition#2 attrition#2 abrasion#3
2938	1582946	a	0	0	0	0	2013-03-11	IP980	IT	overall#2
2939	11800359	n	0	0	0	0	2013-03-11	IP980	IT	schefflera#1 genus_schefflera#1
2940	998850	a	0	0.125	0	0.125	2013-03-11	IP980	IT	plumose#1 plumed#2 plumate#1
2941	1145688	n	0	0	0	0	2013-03-11	IP980	IT	leash#3 collar#8
2942	14322528	n	0	0	0	0	2013-03-11	IP980	IT	numbness#1
2943	9908025	n	0	0	0	0	2013-03-11	IP980	IT	lad#1 gent#2 fellow#1 feller#2 fella#1 cuss#2 chap#1 bloke#1 blighter#2
2944	1478300	n	0.125	0	0.125	0	2013-03-11	IP980	IT	myxinidae#1 family_myxinidae#1
2945	2132580	n	0	0	0	0	2013-03-11	IP980	IT	ursus_horribilis#1 ursus_arctos_horribilis#1 silvertip#1 silver-tip#1 grizzly_bear#1 grizzly#1
2946	6954461	n	0	0	0	0	2013-03-12	IP981	MY	dano-norwegian#1 bokmal#1 bokmaal#1
2947	12923839	n	0	0	0	0	2013-03-12	IP982	PT	mercurialis#1 genus_mercurialis#1
2948	3912664	n	0	0	0	0	2013-03-12	IP982	PT	talwin#1 pentazocine#1
2949	10556953	n	0	0	0	0.75	2013-03-12	IP982	PT	shlepper#1 shlep#1 schlepper#1 schlep#1
2950	1683036	n	0	0.125	0	0	2013-03-12	IP982	PT	genus_amphisbaenia#1 genus_amphisbaena#1 amphisbaenia#1 amphisbaena#2
2951	87653	v	0	0.375	0	0.375	2013-03-12	IP982	PT	wan#1
2952	11924445	n	0.125	0	0	0	2013-03-12	IP982	PT	clotbur#1 burdock#1
2953	8018983	n	0	0	0	0.125	2013-03-12	IP982	PT	chukaku-ha#1
2954	12479821	n	0	0	0	0	2013-03-12	IP982	PT	nolina#1 genus_nolina#1
2955	2561560	a	0	0	0	0	2013-03-12	IP983	xx	sweeping#1
2956	14281216	n	0	0	0	0	2013-03-12	IP984	NL	tomato_streak#1
2957	138912	a	0.25	0	0	0	2013-03-12	IP985	xx	a_priori#1
2958	1509824	v	0	0	0.5	0.125	2013-03-13	IP986	xx	throw_overboard#2 deep-six#2
2959	2281325	a	0	0.25	0	0.375	2013-03-13	IP987	NL	spiritless#1
2960	2281325	a	0	0.25	0	0.375	2013-03-13	IP987	NL	spiritless#1
2961	5630145	n	0	0.125	0.75	0.125	2013-03-13	IP988	xx	houyhnhnms#1
2962	12353754	n	0	0	0	0	2013-03-13	IP977	IN	musa_ensete#1 ethiopian_banana#1 ensete_ventricosum#1 abyssinian_banana#1
2963	1636397	v	0	0.5	0.25	0.5	2013-03-13	IP989	xx	imagine#1 ideate#1 envisage#1 conceive_of#1
2964	4635482	n	0.375	0	0.5	0	2013-03-14	IP990	xx	zing#2 pizzazz#1 pizzaz#1 oomph#2 dynamism#3
2965	13564045	n	0	0	0	0	2013-03-14	IP990	xx	synapsis#1
2966	14685881	n	0	0	0	0	2013-03-14	IP990	xx	diesel_oil#1 diesel_fuel#1
2967	8360248	n	0	0	1	0	2013-03-14	IP990	xx	amphictyony#1
2968	11152856	n	0	0	0	0	2013-03-14	IP990	xx	thomas_robert_malthus#1 thomas_malthus#1 malthus#1
2969	2607201	n	0	0	1	0	2013-03-14	IP990	xx	clown_anemone_fish#1 amphiprion_percula#1
2970	14547976	n	0	0.5	0	0.5	2013-03-14	IP991	SE	astheny#1 asthenia#1
2971	12282235	n	0	0	0.25	0	2013-03-14	IP992	RO	grey_birch#1 gray_birch#1 betula_populifolia#1 american_grey_birch#1 american_gray_birch#1
2972	14402922	n	0	0.125	0	0.375	2013-03-14	IP992	RO	stutter#1 stammer#1
2973	2559232	n	0	0	0.125	0.125	2013-03-14	IP992	RO	family_carapidae#1 carapidae#1
2974	10873679	n	0	0	0.25	0	2013-03-14	IP992	RO	robert_burns#1 burns#2
2975	10004804	n	0	0	0	0.625	2013-03-14	IP992	RO	dependent#1 dependant#1
2976	1424607	n	0	0.125	0.125	0.125	2013-03-14	IP993	ES	haemoproteidae#1 family_haemoproteidae#1
2977	4670746	n	0	0.375	0	0.5	2013-03-15	IP994	FR	irresponsibleness#1 irresponsibility#1
2978	4670746	n	0	0.375	0	0.5	2013-03-15	IP994	FR	irresponsibleness#1 irresponsibility#1
2979	9673916	n	0	0	0.5	0	2013-03-15	IP995	IT	dravidian#1
2980	14798039	n	0	0	0	1	2013-03-15	IP995	IT	tetrachloromethane#1 perchloromethane#1 carbon_tetrachloride#1 carbon_tet#1
2981	1734808	n	0	0	0	0	2013-03-15	IP995	IT	milk_snake#1 milk_adder#1 lampropeltis_triangulum#1 house_snake#1 checkered_adder#1
2982	1537959	v	0	0.25	0	0.875	2013-03-15	IP996	MX	taint#1 sully#1 defile#1 corrupt#3 cloud#5
2983	1007947	a	0.125	0.125	0.375	0.25	2013-03-15	IP996	MX	sempiternal#1 endless#3 dateless#1
2984	8391206	n	0	0	0	0	2013-03-16	IP997	xx	territorial_reserve#1 territorial#2
2985	1125429	a	0	0.625	0	0.625	2013-03-16	IP998	IN	bad#1
2986	7248320	n	0	0	0	0	2013-03-16	IP999	FI	dust_wrapper#1 dust_jacket#1 dust_cover#1 book_jacket#1
2987	13972387	n	0.5	0	0.5	0	2013-03-16	IP999	FI	unanimity#1
2988	1479025	a	0	0	0	0	2013-03-16	IP999	FI	gynandromorphous#1 gynandromorphic#1
2989	462686	n	0	0	0	0	2013-03-16	IP999	FI	candlepins#1 candlepin_bowling#1
2990	6610992	n	0	0.125	0	0.125	2013-03-16	IP999	FI	jabbering#1 jabber#1 gabble#1
2991	3021543	a	0	0	0	0	2013-03-16	IP1000	xx	geographical#1 geographic#1
2992	261972	n	0	0	0	0	2013-03-16	IP1000	xx	glamourization#1 glamourisation#1 glamorization#1 glamorisation#1
2993	179190	a	0.125	0.125	0.625	0.125	2013-03-16	IP1001	xx	glorified#1 canonized#1 canonised#1
2994	7776866	n	0	0	0.5	0.5	2013-03-16	IP1002	xx	seafood#1
2995	4453557	n	0	0	0	0	2013-03-16	IP1003	xx	toothpowder#1 tooth_powder#1
2996	1750847	a	0	0.625	1	0	2013-03-17	IP1004	xx	impeccable#1 immaculate#3 faultless#1
2997	2513521	a	0.125	0.625	1	0	2013-03-17	IP1004	xx	impeccable#2
2998	4873550	n	0.125	0.75	0.125	0.75	2013-03-17	IP1005	IN	dishonourableness#1 dishonorableness#1
2999	14416473	n	0	0	0.5	0.5	2013-03-18	IP204	IN	bosom#1
3000	1118182	n	0.25	0	0.25	0.125	2013-03-18	IP204	IN	fair#4 bazaar#3
3001	52146	n	0	0	0	0	2013-03-18	IP1006	NL	tying_up#1 moorage#3 docking#1 dockage#3
3002	2546876	v	0.875	0	0.875	0	2013-03-18	IP1007	IN	ennoble#1 dignify#1
3003	8573674	n	0	0.125	0.375	0.125	2013-03-18	IP1008	xx	front_line#1 front#2 battlefront#1
3004	12558425	n	0	0	0.375	0.25	2013-03-18	IP1008	xx	sieva_bean#1 phaseolus_lunatus#1 lima_bean#1 butter_bean#1 butter-bean_plant#1
3005	236668	r	0	0	0.375	0.25	2013-03-18	IP1008	xx	atonally#1
3006	805810	a	0.75	0.25	1	0	2013-03-19	IP1009	xx	sparkly#1 scintillating#2 frothy#2 effervescent#3 bubbling#2
3007	9511519	n	0	0	0	0	2013-03-19	IP1010	xx	amun_ra#1 amon-ra#1 amen-ra#1
3008	11646955	n	0	0	1	0	2013-03-19	IP1011	TR	moreton_bay_pine#1 hoop_pine#1 araucaria_cunninghamii#1
3009	11013876	n	0	0	0	0	2013-03-19	IP1011	TR	st._gregory_i#1 saint_gregory_i#1 gregory_the_great#1 gregory_i#1 gregory#6
3010	4391445	n	0	0	0	0	2013-03-19	IP1011	TR	tappa#2 tapa#2
3011	995525	v	0	0	0	0.5	2013-03-19	IP1012	xx	romanize#1 romanise#1 latinize#1 latinise#1
3012	12577895	n	0	0	0.125	0.5	2013-03-19	IP1012	xx	vigna_caracalla#1 snailflower#1 snail_flower#1 snail_bean#1 snail-flower#1 phaseolus_caracalla#1 corkscrew_flower#1
3013	1005914	a	0	0	1	0	2013-03-20	IP1013	IN	unsanded#1 raw#11
3014	10495167	n	0	0	0	0	2013-03-20	IP1014	AT	pursuer#2
3015	13951984	n	0.5	0.25	0	0.125	2013-03-20	IP1014	AT	subsidiarity#1 subordinateness#1
3016	6915313	n	0	0	0	0	2013-03-20	IP1014	AT	shoshonian_language#1 shoshonian#1 shoshonean_language#1 shoshonean#1
3017	2388773	a	0.5	0	0.5	0	2013-03-20	IP1015	IN	gentle#5 docile#3
3018	10464178	n	0	0	0	0	2013-03-20	IP1016	MX	sermonizer#1 sermoniser#1 preacher_man#1 preacher#1
3019	391368	a	0	0	0	0	2013-03-21	IP1017	IN	reddish-grey#1 reddish-gray#1 red-grey#1 red-gray#1
3020	3065414	a	0	0	0	0	2013-03-21	IP1017	IN	fabian#1
3021	6011793	n	0	0	0	0	2013-03-21	IP1017	IN	intercept#1
3022	6011793	n	0	0	0	0	2013-03-21	IP1017	IN	intercept#1
3023	14310172	n	0	0	0	0	2013-03-21	IP1018	SY	neonatal_death#1
3024	13486838	n	0	0	0	0	2013-03-21	IP1019	xx	geological_process#1 geologic_process#1
3025	15197042	n	0	0	0	0	2013-03-22	IP1020	xx	shavuoth#1 shavuot#1 shavous#1 shabuoth#1 pentecost#2 feast_of_weeks#1
3026	3172211	n	0	0	0.5	0	2013-03-22	IP1020	xx	deicer#1 defroster#1
3027	5513020	n	0	0	0	0.25	2013-03-22	IP1020	xx	urethra#1
3028	1995288	a	0	0.625	0	0.875	2013-03-22	IP1020	xx	scornful#1 insulting#1 disdainful#1 contemptuous#1
3029	9765278	n	0	0	0.125	0	2013-03-22	IP1020	xx	thespian#1 role_player#2 player#3 histrion#1 actor#1
3030	2432704	n	0	0	0	0	2013-03-22	IP1020	xx	odocoileus_hemionus_columbianus#1 blacktail_deer#1 blacktail#1 black-tailed_deer#1
3031	9986532	n	0	0	0	0.125	2013-03-22	IP1020	xx	faultfinder#1 cynic#1
3032	9491966	n	0	0	0	0.25	2013-03-22	IP1021	DE	monster#1
3033	1123148	a	0.75	0	0.75	0	2013-03-22	IP1022	IN	good#1
3034	11090136	n	0	0	0	0	2013-03-22	IP1023	xx	jones#6 daniel_jones#1
3035	2740223	a	0	0	0	1	2013-03-22	IP1023	xx	hemorrhagic#1 haemorrhagic#1
3036	4357639	n	0	0.125	0	0.125	2013-03-23	IP1024	IN	suntrap#1 solar_trap#1
3037	14201	v	0	0	0.625	0.375	2013-03-23	IP1025	IN	shudder#1 shiver#2
3038	14936010	n	0	0	0	0	2013-03-23	IP1025	IN	slaked_lime#1 lime_hydrate#1 lime#1 hydrated_lime#1 caustic_lime#1 calcium_hydroxide#1 calcium_hydrate#1
3039	2250340	v	0	0	0.375	0.375	2013-03-23	IP1025	IN	prepay#1
3040	312519	a	0.5	0.125	0.5	0.125	2013-03-23	IP1025	IN	sloppy#6 slipshod#1 slapdash#1 haphazard#2
3041	5665625	n	0	0	0	0	2013-03-23	IP1026	IL	benday_process#1
3042	1692978	v	0	0	0	0	2013-03-24	IP1027	ID	chequer#1 checker#1 check#16
3043	11362885	n	0	0	0	0	2013-03-25	IP1028	IT	venturi#1 robert_venturi#1 robert_charles_venturi#1
3044	8952856	n	0	0	0	0	2013-03-25	IP1028	IT	faroes#1 faroe_islands#1 faeroes#1 faeroe_islands#1
3045	11131658	n	0	0	0	0	2013-03-25	IP1028	IT	roy_lichtenstein#1 lichtenstein#1
3046	1755504	v	0	0	0	0	2013-03-25	IP1028	IT	make#38
3047	10107883	n	0	0	0	0	2013-03-25	IP1029	xx	foundling#1 abandoned_infant#1
3048	14976634	n	0	0	0.125	0	2013-03-25	IP1030	xx	wood_shavings#1 excelsior#1
3049	5526713	n	0	0.125	0	0.125	2013-03-26	IP1031	AU	tool#4 shaft#6 putz#2 prick#3 peter#2 pecker#1 dick#2 cock#1
3050	3612814	n	0	0	0	0.375	2013-03-26	IP1031	AU	kettle#1 boiler#2
3051	3993180	n	0	0	0	0	2013-03-26	IP1031	AU	pouch#1
3052	10069296	n	0	0	0	0	2013-03-26	IP1031	AU	executant#1
3053	1825758	n	0	0	0	0	2013-03-26	IP1031	AU	picariae#1 order_picariae#1
3054	832626	n	0	0	0	0	2013-03-26	IP1031	AU	mouth-to-mouth_resuscitation#1 kiss_of_life#1 cpr#1 cardiopulmonary_resuscitation#1 cardiac_resuscitation#1
3055	3553	n	0	0	0	0	2013-03-26	IP1031	AU	whole#2 unit#6
3056	5084201	n	0	0	0	0	2013-03-26	IP1031	AU	distance#1
3057	8941681	n	0	0	0	0	2013-03-26	IP1031	AU	ardennes#1
3058	3241093	n	0	0	0	0	2013-03-26	IP1032	SG	oilrig#1 oil_rig#1 drilling_rig#1 drill_rig#1
3059	5844881	n	0.125	0	0.125	0	2013-03-26	IP1033	IN	species#2
3060	2570643	a	0.625	0	0	0.75	2013-03-26	IP952	PT	ridiculous#2 preposterous#1 nonsensical#1 ludicrous#2 laughable#1 idiotic#2 derisory#1 cockeyed#2 absurd#2
3061	1431112	a	0.375	0	0.125	0.875	2013-03-26	IP952	PT	absurd#1
3062	2570643	a	0.625	0	0.125	0.875	2013-03-26	IP952	PT	ridiculous#2 preposterous#1 nonsensical#1 ludicrous#2 laughable#1 idiotic#2 derisory#1 cockeyed#2 absurd#2
3063	452773	a	0	0.25	0.625	0	2013-03-26	IP952	PT	cozy#3
3064	10105085	n	0	0	0	1	2013-03-26	IP952	PT	forger#2 counterfeiter#1
3065	82241	a	0.5	0	0.125	0	2013-03-26	IP952	PT	aggressive#1
3066	9821253	n	0	0	0	0.5	2013-03-26	IP952	PT	attacker#1 assaulter#1 assailant#1 aggressor#1
3067	47243	a	0	0	0	0.625	2013-03-26	IP952	PT	alcoholic#2 alcohol-dependent#1
3068	9782167	n	0	0	0	0.5	2013-03-26	IP952	PT	souse#1 soaker#2 lush#1 dipsomaniac#1 boozer#1 alky#1 alcoholic#1
3069	10037080	n	0	0	0	0.625	2013-03-26	IP952	PT	drunk#2
3070	10037385	n	0.125	0	0.125	0.625	2013-03-26	IP952	PT	wino#1 sot#1 rummy#1 inebriate#1 drunkard#1 drunk#1
3071	797299	a	0	0	0	0.25	2013-03-26	IP952	PT	intoxicated#1 inebriated#1 drunk#1
3072	9977660	n	0	0.25	0	0.375	2013-03-26	IP952	PT	outlaw#1 malefactor#1 felon#1 crook#1 criminal#1
3073	1683908	a	0.5	0	0.125	0.25	2013-03-26	IP952	PT	disoriented#2 anomic#1 alienated#1
3074	1889819	a	0.5	0.375	0.125	0.625	2013-03-26	IP952	PT	self-important#1 chesty#2 arrogant#1
3075	1836766	a	0.625	0.375	0.125	0.375	2013-03-26	IP952	PT	softheaded#1 screwball#1 half-baked#1 crazy#2
3076	271580	a	0	0	0.5	0	2013-03-26	IP952	PT	well-lighted#1 lit#1 lighted#2 illuminated#1
3077	640520	a	0.5	0.25	0.25	0.625	2013-03-26	IP952	PT	abrupt#4
3078	2570282	a	0.625	0	0.125	0.625	2013-03-26	IP952	PT	foolish#1
3079	1766958	a	0	0	0	0.625	2013-03-26	IP952	PT	stuck#2
3080	9821253	n	0	0	0	0.5	2013-03-26	IP952	PT	attacker#1 assaulter#1 assailant#1 aggressor#1
3081	1889819	a	0.5	0.375	0.25	0.625	2013-03-26	IP952	PT	self-important#1 chesty#2 arrogant#1
3082	7946851	n	0	0	0	0.625	2013-03-26	IP952	PT	enemy#3
3083	963858	a	0	0	0	0.75	2013-03-26	IP952	PT	renegade#1 recreant#1
3084	10520544	n	0	0	0	0.75	2013-03-26	IP952	PT	renegade#1
3085	10007109	n	0	0	0	0.75	2013-03-26	IP952	PT	turncoat#1 renegade#2 recreant#2 ratter#1 deserter#1 apostate#1
3086	2583379	v	0	0	0	0.25	2013-03-26	IP952	PT	renegade#1 rebel#2
3087	2376277	a	0.125	0.375	0.25	0	2013-03-26	IP952	PT	sympathetic#4 likeable#1 likable#1 appealing#2
3088	9813632	n	0.25	0.25	0.25	0.375	2013-03-26	IP952	PT	ass#2
3089	5559256	n	0	0	0	0.375	2013-03-26	IP952	PT	tush#1 tooshie#1 tail_end#3 tail#4 stern#3 seat#2 rump#3 rear_end#1 rear#4 prat#1 posterior#1 nates#1 keister#1 hindquarters#1 hind_end#1 fundament#2 fanny#1 derriere#1 can#4 buttocks#1 butt#4 buns#1 bum#4 bottom#3 behind#1 backside#2 ass#1 arse#1
3090	754393	a	0.125	0.25	0.5	0.125	2013-03-26	IP952	PT	sedulous#1 assiduous#1
3091	13952466	n	0.125	0	0.125	0	2013-03-27	IP1034	DE	subservientness#1 subservience#2
3092	7517737	n	0.5	0.5	0	1	2013-03-27	IP1035	HR	outrage#1 indignation#1
3093	7756096	n	0	0	0	0	2013-03-27	IP1035	HR	winter_melon#2
3094	728617	v	0.375	0	0.375	0	2013-03-27	IP1035	HR	recognize#2 recognise#6 realize#1 realise#5 agnize#1 agnise#1
3095	8715952	n	0	0	0	0	2013-03-27	IP1035	HR	mandalay#1
3096	2077253	a	0	0.625	0	0.75	2013-03-27	IP1035	HR	psychopathological#1 psychopathologic#1 psychopathic#1
3097	9503877	n	0	0	0.25	0.25	2013-03-27	IP1035	HR	supernatural#1 occult#1
3098	13618629	n	0	0	0	0	2013-03-27	IP1035	HR	fluidram#2 fluid_dram#2 fluid_drachm#2 drachm#3
3099	3535526	n	0	0	0	0	2013-03-27	IP1036	IT	hop_pole#1
3100	7652995	n	0	0.125	0	0	2013-03-27	IP1036	IT	tongue#6
3101	7468861	n	0	0	0	0	2013-03-27	IP1036	IT	track_event#1
3102	1554708	n	0	0	0	0	2013-03-27	IP1036	IT	pittidae#1 family_pittidae#1
3103	8743557	n	0	0	0	0	2013-03-27	IP1036	IT	hermosillo#1
3104	8067801	n	0	0	0	0	2013-03-27	IP1036	IT	electronics_industry#1
3105	3938522	n	0	0	0	0	2013-03-27	IP1036	IT	pillow_lace#1 bobbin_lace#1
3106	12919847	n	0	0	0	0	2013-03-27	IP1036	IT	wolf&#039;s_milk#1 leafy_spurge#1 euphorbia_esula#1
3107	15097209	n	0	0	0	0	2013-03-27	IP57	UA	detergent_builder#1 builder#1
3108	2520997	v	0	0	1	0	2013-03-27	IP57	UA	verify#2 control#5
3109	13942554	n	0.5	0	0.5	0	2013-03-27	IP1037	GB	profoundness#1
3110	620379	v	0	0.375	0	0.75	2013-03-28	IP1038	xx	stump#1 mix_up#2
3111	1123148	a	0.75	0	1	0	2013-03-28	IP1039	IT	good#1
3112	724832	v	0	0.25	0.625	0	2013-03-28	IP952	PT	astound#1 astonish#1 amaze#1
3113	9998101	n	0	0	0	0.75	2013-03-28	IP952	PT	trickster#2 slicker#3 deceiver#1 cheater#1 cheat#3 beguiler#1
3114	737703	a	0	0.75	0.625	0	2013-03-28	IP952	PT	saved#2 protected#2
3115	621207	a	0.625	0	0	0.625	2013-03-28	IP952	PT	venal#1 purchasable#1 dishonest#2 corruptible#1 bribable#1
3116	1488616	a	0	0	0.25	0	2013-03-28	IP952	PT	grownup#1 grown#1 fully_grown#1 full-grown#1 big#9 adult#1
3117	1297658	a	0.5	0.375	0	0.5	2013-03-28	IP952	PT	effete#1 decadent#1
3118	9997939	n	0	0	0	0.25	2013-03-28	IP952	PT	decadent#1
3119	1752953	a	0.5	0	0	0.75	2013-03-28	IP952	PT	faulty#1 defective#1
3120	1597240	a	0.25	0	0	0.5	2013-03-28	IP952	PT	defective#2
3121	10071139	n	0	0	0	0.625	2013-03-28	IP952	PT	exile#2 deportee#1
3122	207761	n	0	0	0	0.375	2013-03-28	IP952	PT	transportation#6 expatriation#1 exile#3 deportation#1
3123	70939	a	0.375	0	0	0.5	2013-03-28	IP952	PT	affected#1
3124	1559903	a	0	0.5	0.25	0	2013-03-28	IP952	PT	touched#2 stirred#1 moved#1 affected#3
3125	1275057	a	0	0	0	0.5	2013-03-28	IP952	PT	dysfunctional#1
3126	46792	a	0	0	0	0.625	2013-03-28	IP952	PT	nonadaptive#1 dysfunctional#2
3127	1886620	a	0	0.75	0	0.375	2013-03-28	IP952	PT	open#3 exposed#1
3128	641640	a	0.5	0.125	0.125	0.625	2013-03-28	IP952	PT	impolite#1
3129	851103	a	0.625	0.125	0	0.5	2013-03-28	IP952	PT	inelegant#1
3130	2679530	v	0	0	0.5	0.125	2013-03-29	IP1040	ID	sustain#1 prolong#2 keep_up#2
3131	115859	r	0	0	0	0	2013-03-30	IP326	AU	politically#1
3132	12546832	n	0	0	0	0	2013-03-30	IP1041	xx	yellow_lupine#1 lupinus_luteus#1
3133	4862005	n	0.375	0	0.375	0	2013-03-30	IP1041	xx	willpower#1 will_power#1 self-will#2 self-possession#1 self-control#2 self-command#1 possession#6
3134	4781755	n	0.5	0.375	0.5	0.375	2013-03-30	IP1041	xx	obnoxiousness#1 objectionableness#1 hatefulness#1
3135	2624314	a	0	0	0.625	0.125	2013-03-30	IP1041	xx	animistic#1 animist#1
3136	341917	v	0	0	0	0	2013-03-30	IP1042	IL	come#3
3137	14053558	n	0	0.25	0	0.75	2013-03-31	IP1043	xx	organic_disorder#1
3138	2853254	a	0	0	0	0	2013-03-31	IP1043	xx	sulphuretted#1 sulfurized#1 sulfuretted#1
3139	7572957	n	0	0	0	0	2013-03-31	IP1043	xx	tinned_goods#1 canned_goods#1 canned_foods#1 canned_food#1
3140	9159003	n	0	0	0	0	2013-03-31	IP1043	xx	wyoming#1 wy#1 equality_state#1
3141	3866176	n	0	0.375	0	0.125	2013-03-31	IP1043	xx	over-the-counter_medicine#1 over-the-counter_drug#1
3142	709215	a	0	0.625	0	0.75	2013-03-31	IP1043	xx	frail#3 fragile#1 delicate#3
3143	1791138	a	0.5	0.125	0.125	0.125	2013-03-31	IP1043	xx	venose#1 veinlike#1 veined#1
3144	2660546	a	0	0.125	0	0.125	2013-03-31	IP1044	xx	bauxitic#1
3145	2616071	a	0	0	0	0	2013-04-01	IP1045	EC	ambrosian#1
3146	8685677	n	0	0	0.25	0.5	2013-04-01	IP1046	IN	star_sign#1 sign_of_the_zodiac#1 sign#5 planetary_house#1 mansion#1 house#8
3147	5479503	n	0	0	0	0	2013-04-01	IP1047	IN	vestibulocochlear_nerve#1 nervus_vestibulocochlearis#1 eighth_cranial_nerve#1 auditory_nerve#1 acoustic_nerve#1
3148	11400490	n	0	0	0	0	2013-04-01	IP1047	IN	wyler#1 william_wyler#1
3149	1365239	a	0.25	0.625	0.25	0.625	2013-04-01	IP1047	IN	weeping#1 tearful#2 lachrymose#1 dolourous#1 dolorous#1
3150	14693124	n	0	0	0	0	2013-04-01	IP283	QA	pyromorphite#1 green_lead_ore#1
3151	840189	n	0	0	0	0	2013-04-01	IP283	QA	swig#1 gulp#1 draught#2 draft#10
3152	14988502	n	0	0	0	0	2013-04-01	IP1048	RO	hair_dye#1 hair_coloring#1
3153	1445063	a	0	0	0	0	2013-04-01	IP1049	ES	axial#3
3154	5248667	n	0	0	0	0	2013-04-01	IP1050	xx	external_auditory_canal#1 ear_canal#1 auditory_meatus#1 auditory_canal#1 acoustic_meatus#1
3155	1436791	a	0	0	0	0	2013-04-01	IP1051	FR	shortened#1 sawn-off#2 sawed-off#2
3156	5195175	n	0	0	0	0	2013-04-01	IP1051	FR	tentacle#1
3157	1409581	a	0	0.25	0	0	2013-04-02	IP952	PT	similar#3 like#1
3158	2988486	n	0	0	0	0	2013-04-02	IP1052	xx	compact_disc_write-once#1 compact_disc_recordable#1 cd-wo#1 cd-r#1
3159	2518852	a	0.375	0	0.375	0	2013-04-02	IP1052	xx	undetectable#1
3160	3577818	n	0	0	0	1	2013-04-02	IP1053	ID	interchange#1
3161	1889084	a	0.25	0	0.25	0	2013-04-02	IP1054	xx	safety-related#1
3162	2981759	a	0	0	0	0	2013-04-02	IP1054	xx	instructional#1
3163	137011	r	0	0	0	0	2013-04-02	IP1054	xx	materially#2
3164	14535905	n	0	0	0	0	2013-04-02	IP1054	xx	moistness#1 dampness#1 damp#1
3165	2746735	v	0	0	0	0	2013-04-02	IP1054	xx	carry#18
3166	10391416	n	0	0	0	0	2013-04-02	IP1054	xx	pageboy#1 page#4
3167	3212247	n	0.375	0	0.375	0	2013-04-02	IP1055	IE	disrupting_explosive#1 bursting_explosive#1
3168	11879291	n	0	0	0	0	2013-04-03	IP922	xx	tendergreen#1 spinach_mustard#1 brassica_rapa_perviridis#1 brassica_perviridis#1
3169	421098	r	0	0	0.125	0	2013-04-03	IP922	xx	pertinently#1
3170	8078020	n	0	0	0	1	2013-04-03	IP1056	PL	menage#1 household#1 house#10 home#8 family#1
3171	11896365	n	0	0	0	0	2013-04-03	IP37	xx	sinapis#1 genus_sinapis#1
3172	1556355	a	0	0	0.75	0	2013-04-03	IP952	PT	more#2
3173	99341	r	0	0	0.5	0	2013-04-03	IP952	PT	to_a_greater_extent#1 more#1
3174	143204	v	0	0	0	0	2013-04-04	IP1057	xx	roll#8
3175	1220885	v	0	0	0	0.125	2013-04-04	IP663	NL	stick#14 cohere#1 cling#1 cleave#3 adhere#3
3176	8237699	n	0	0	0	0.5	2013-04-04	IP663	NL	oil_cartel#1
3177	2078264	a	0	0.125	0	0	2013-04-04	IP1058	FR	satisfiable#1 satiable#1
3178	8410092	n	0	0	0	1	2013-04-04	IP1058	FR	schola_cantorum#1 choir_school#1
3179	614200	a	0	0.25	0	0.25	2013-04-04	IP1059	PK	maplelike#1 maple-like#1
3180	4514899	n	0	0	0	0	2013-04-05	IP1060	GR	upper_surface#1
3181	486990	a	0.125	0	0.125	0	2013-04-05	IP1060	GR	frequent#2
3182	1001857	v	0	0	0	0	2013-04-05	IP1060	GR	register#2 file#1
3183	2303917	n	0	0	0	0	2013-04-05	IP1061	SE	genus_automeris#1 automeris#1
3184	9684352	n	0	0	0.375	0.25	2013-04-05	IP1061	SE	lamaist#1
3185	10059067	n	0	0	0.75	0.125	2013-04-05	IP1061	SE	oenophile#1 enophile#1
3186	1306967	a	0	0	0.5	0.5	2013-04-05	IP1061	SE	advised#2
3187	3545756	n	0	0	0	0	2013-04-06	IP1062	xx	house_of_cards#2 cardhouse#1 cardcastle#1 card-house#1
3188	3622401	n	0	0	0	0	2013-04-06	IP1062	xx	klieg_light#1
3189	1681048	v	0	0	0	0	2013-04-06	IP1063	IT	finger-paint#1
3190	11023883	n	0	0	0	0.125	2013-04-07	IP1064	xx	jacques_francois_fromental_elie_halevy#1 halevy#1 fromental_halevy#1
3191	3745571	n	0	0	0	0	2013-04-07	IP1065	DE	standing_stone#1 menhir#1
